Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Prognostic p-value	RNA cancer category	RNA tissue category	RNA TS	RNA TS TPM	TPM max in non-specific	RNA cell line category	RNA CS	RNA CS TPM
B4GALT2	beta4Gal-T2	ENSG00000117411	Beta-1,4-galactosyltransferase 2	1	43978943-43991170	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA007620, HPA047739	Enhanced		Supported	Golgi apparatus<br>Vesicles	Liver cancer:2.96e-5 (unfavourable), Renal cancer:3.62e-5 (unfavourable)	Expressed in all	Expressed in all			cerebral cortex: 49.4	Mixed		
BACE1	BACE	ENSG00000186318	Beta-secretase 1	11	117285207-117316259	Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	CAB016358	Approved		Supported	Plasma membrane	Urothelial cancer:6.76e-4 (unfavourable)	Expressed in all	Expressed in all			pancreas: 100.7	Mixed		
BACE2	AEPLC, ALP56, CEAP1, DRAP	ENSG00000182240	Beta-site APP-cleaving enzyme 2	21	41167801-41282518	Enzymes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA035416	Approved				Cervical cancer:1.11e-4 (unfavourable), Glioma:8.13e-4 (unfavourable)	Expressed in all	Mixed			stomach: 30.5	Cell line enhanced		SK-BR-3: 43.8;WM-115: 41.2
BAK1	BAK, BCL2L7, CDN1	ENSG00000030110	BCL2 antagonist/killer 1	6	33572547-33580293	Predicted membrane proteins, Transporters	Evidence at protein level	CAB005029	Enhanced				Renal cancer:1.64e-5 (unfavourable), Endometrial cancer:1.71e-4 (unfavourable), Liver cancer:4.52e-4 (unfavourable), Lung cancer:5.64e-4 (unfavourable)	Expressed in all	Expressed in all			duodenum: 47.9	Expressed in all		
BAMBI	NMA	ENSG00000095739	BMP and activin membrane bound inhibitor	10	28677342-28682939	Plasma proteins, Predicted membrane proteins	Evidence at protein level	HPA010819, HPA010866	Approved		Approved	Nucleoli fibrillar center<br>Vesicles<br>Lipid droplets	Liver cancer:9.42e-6 (unfavourable), Renal cancer:5.25e-4 (favourable)	Expressed in all	Tissue enhanced		ovary: 87.8	adrenal gland: 50.0	Cell line enhanced		CACO-2: 120.2;SK-MEL-30: 134.8
BCAM	CD239, LU	ENSG00000187244	Basal cell adhesion molecule (Lutheran blood group)	19	44809059-44821420	Blood group antigen proteins, CD markers, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA005654	Uncertain		Approved	Nucleoli fibrillar center	Renal cancer:5.94e-6 (favourable), Endometrial cancer:1.24e-5 (unfavourable), Colorectal cancer:2.31e-4 (unfavourable)	Expressed in all	Expressed in all			fallopian tube: 174.7	Cell line enhanced		HaCaT: 278.4;SK-BR-3: 217.2;T-47d: 152.4
BCAP29	BAP29, DKFZp686M2086	ENSG00000075790	B-cell receptor associated protein 29	7	107579977-107629170	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA029215, HPA049694	Enhanced		Approved	Cytosol	Liver cancer:3.62e-4 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 93.0	Expressed in all		
BCAP31	6C6-Ag, BAP31, CDM, DXS1357E	ENSG00000185825	B-cell receptor-associated protein 31	X	153700497-153724697	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA003906, CAB015350, CAB015424	Enhanced	Approved	Enhanced	Endoplasmic reticulum	Head and neck cancer:9.87e-4 (unfavourable)	Expressed in all	Expressed in all			adipose tissue: 273.7	Expressed in all		
BCL2	Bcl-2, PPP1R50	ENSG00000171791	BCL2, apoptosis regulator	18	63123346-63320128	Cancer-related genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	CAB000003, HPA055295	Enhanced		Supported	Nucleoplasm<br>Nuclear membrane	Renal cancer:1.29e-8 (favourable), Cervical cancer:5.13e-5 (favourable), Thyroid cancer:2.47e-4 (unfavourable)	Expressed in all	Tissue enhanced		thyroid gland: 69.3	parathyroid gland: 35.3	Cell line enhanced		Karpas-707: 59.5;U-266/70: 217.8
BCL2L1	Bcl-X, bcl-xL, bcl-xS, BCL2L, BCLX, PPP1R52	ENSG00000171552	BCL2 like 1	20	31664452-31723989	Cancer-related genes, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins, Transporters	Evidence at protein level	HPA035734, CAB072801	Approved		Approved	Mitochondria	Renal cancer:8.89e-5 (favourable), Pancreatic cancer:5.87e-4 (unfavourable), Endometrial cancer:9.10e-4 (unfavourable), Melanoma:9.57e-4 (favourable)	Expressed in all	Expressed in all			gallbladder: 100.5	Expressed in all		
BCL2L10	BCL-B, Boo, Diva	ENSG00000137875	BCL2 like 10	15	52109263-52112775	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA042222	Approved					Mixed	Tissue enhanced		skin: 6.1	kidney: 3.3	Group enriched	8	NB-4: 21.5;SiHa: 4.5
BCL2L13	BCL-RAMBO, MIL1	ENSG00000099968	BCL2 like 13	22	17628855-17730855	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	CAB002052, HPA030994, HPA050377	Uncertain		Supported	Mitochondria	Renal cancer:1.96e-8 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 46.7	Expressed in all		
BCL2L2	BCL-W, KIAA0271, PPP1R51	ENSG00000129473	BCL2 like 2	14	23298790-23311759	Cancer-related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	CAB040539	Approved				Renal cancer:1.99e-6 (favourable)	Expressed in all	Expressed in all			cerebral cortex: 88.8	Expressed in all		
BCS1L	BCS, BJS, h-BCS, Hs.6719	ENSG00000074582	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone	2	218658764-218663443	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA037700, HPA037701	Enhanced				Urothelial cancer:3.31e-4 (favourable)	Expressed in all	Expressed in all			fallopian tube: 31.2	Expressed in all		
BDKRB1	B1BKR, BKR1, bradyb1	ENSG00000100739	Bradykinin receptor B1	14	96255824-96268967	G-protein coupled receptors, Predicted membrane proteins	Evidence at protein level	HPA002935	Approved					Mixed	Tissue enhanced		gallbladder: 18.2	urinary bladder: 9.9	Cell line enhanced		BJ hTERT+: 19.8;HHSteC: 20.3;hTEC/SVTERT24-B: 23.1;U-2197: 23.8;U-87 MG: 82.4
BDKRB2	BK-2	ENSG00000168398	Bradykinin receptor B2	14	96204679-96244166	FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins	Evidence at protein level	HPA050841	Approved					Mixed	Mixed			gallbladder: 32.5	Cell line enhanced		ASC TERT1: 34.0;BJ hTERT+: 75.7;U-87 MG: 38.4
BDNF		ENSG00000176697	Brain derived neurotrophic factor	11	27654893-27722058	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB009564, HPA031440, HPA056104	Enhanced		Supported	Nuclear speckles<br>Mitochondria		Mixed	Tissue enhanced		cerebral cortex: 11.9	epididymis: 4.9	Cell line enhanced		BJ: 37.3;BJ hTERT+ SV40 Large T+: 30.7;HBF TERT88: 30.4;U-138 MG: 45.3
BEAN1	SCA31	ENSG00000166546	Brain expressed, associated with NEDD4, 1	16	66427297-66493529	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at transcript level	HPA053851	Uncertain		Uncertain	Nucleoplasm<br>Centrosome		Mixed	Mixed			cerebral cortex: 2.2	Cell line enhanced		AN3-CA: 5.5;BEWO: 2.9;RPTEC TERT1: 4.0;U-87 MG: 3.3
BEST1	BEST, BMD, RP50, VMD2	ENSG00000167995	Bestrophin 1	11	61949821-61965515	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA057464	Supported					Group enriched	Mixed			cerebral cortex: 17.0	Cell line enhanced		SK-MEL-30: 40.9;U-266/70: 10.4
BEST2	FLJ20132, VMD2L1	ENSG00000039987	Bestrophin 2	19	12751702-12758458	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at transcript level	HPA046229	Approved					Tissue enhanced	Tissue enhanced		colon: 15.4;rectum: 14.8	tonsil: 4.5	Mixed		
BEST3	MGC13168, MGC40411, VMD2L3	ENSG00000127325	Bestrophin 3	12	69643360-69699476	Predicted intracellular proteins, Predicted membrane proteins	Evidence at transcript level	HPA054582	Approved					Tissue enriched	Tissue enhanced		cerebral cortex: 16.3;skeletal muscle: 12.2	testis: 5.6	Group enriched	13	REH: 32.4;RPMI-8226: 26.4;U-698: 43.2
BEST4	VMD2L2	ENSG00000142959	Bestrophin 4	1	44783585-44787705	Predicted membrane proteins	Evidence at protein level	HPA058564	Uncertain					Mixed	Tissue enhanced		colon: 26.2;rectum: 21.3	duodenum: 11.3	Cell line enhanced		Hep G2: 2.1
BET1	hbet1	ENSG00000105829	Bet1 golgi vesicular membrane trafficking protein	7	93962762-94004382	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level						Glioma:9.38e-5 (unfavourable), Renal cancer:1.32e-4 (unfavourable)	Expressed in all	Expressed in all			placenta: 51.4	Expressed in all		
BET1L	GOLIM3, GS15	ENSG00000177951	Bet1 golgi vesicular membrane trafficking protein like	11	167784-207428	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA039819	Approved		Approved	Nucleus<br>Golgi apparatus	Liver cancer:2.20e-4 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 75.0	Expressed in all		
BFAR	BAR, RNF47	ENSG00000103429	Bifunctional apoptosis regulator	16	14632815-14669236	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level						Pancreatic cancer:4.74e-5 (unfavourable)	Expressed in all	Expressed in all			placenta: 23.4	Expressed in all		
BIK	NBK	ENSG00000100290	BCL2 interacting killer	22	43110748-43129712	Predicted membrane proteins	Evidence at protein level	HPA051360	Approved				Renal cancer:7.45e-5 (favourable)	Mixed	Mixed			lymph node: 14.0	Cell line enhanced		A-431: 77.8;U-698: 117.1
BMPR1A	ACVRLK3, ALK3, CD292	ENSG00000107779	Bone morphogenetic protein receptor type 1A	10	86756601-86932838	Cancer-related genes, CD markers, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	CAB019398	Approved		Approved	Cytosol	Liver cancer:8.93e-4 (unfavourable), Glioma:9.38e-4 (favourable)	Expressed in all	Mixed			thyroid gland: 19.6	Mixed		
BMPR1B	ALK6, CDw293	ENSG00000138696	Bone morphogenetic protein receptor type 1B	4	94757968-95158448	CD markers, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level						Endometrial cancer:2.84e-4 (favourable)	Tissue enhanced	Tissue enhanced		cervix, uterine: 37.2;prostate: 37.0	seminal vesicle: 21.0	Cell line enhanced		A549: 21.1;SH-SY5Y: 20.1
BMPR2	BMPR-II, BMPR3, BRK-3, PPH1, T-ALK	ENSG00000204217	Bone morphogenetic protein receptor type 2	2	202376936-202567751	Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins	Evidence at protein level	HPA017385, HPA049014	Approved		Approved	Nucleoplasm<br>Plasma membrane		Expressed in all	Expressed in all			placenta: 44.9	Mixed		
BMT2	C7orf60, DKFZp762M126, FLJ31818	ENSG00000164603	Base methyltransferase of 25S rRNA 2 homolog	7	112819147-112939916	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA044405, HPA050733	Uncertain		Approved	Cytosol		Expressed in all	Mixed			testis: 14.9	Expressed in all		
BNIP1	Nip1, SEC20	ENSG00000113734	BCL2 interacting protein 1	5	173144442-173164387	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA008009, HPA008149	Enhanced		Supported	Endoplasmic reticulum		Expressed in all	Expressed in all			testis: 27.0	Expressed in all		
BNIP2	BNIP-2, Nip2	ENSG00000140299	BCL2 interacting protein 2	15	59659146-59689534	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA026843	Approved				Renal cancer:2.19e-5 (unfavourable), Endometrial cancer:8.42e-4 (favourable)	Expressed in all	Expressed in all			bone marrow: 84.4	Expressed in all		
BNIP3	Nip3	ENSG00000176171	BCL2 interacting protein 3	10	131966455-131982013	Cancer-related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA003015, CAB011676	Supported		Uncertain	Cytosol	Renal cancer:4.55e-4 (unfavourable)	Expressed in all	Expressed in all			cerebral cortex: 84.1	Cell line enhanced		A-431: 338.9;U-87 MG: 339.6
BNIP3L	BNIP3a, Nix	ENSG00000104765	BCL2 interacting protein 3 like	8	26382898-26505636	Cancer-related genes, Predicted membrane proteins, Transporters	Evidence at protein level	HPA015652, CAB025371	Enhanced		Enhanced	Nuclear speckles<br>Mitochondria	Renal cancer:5.92e-5 (unfavourable), Thyroid cancer:3.95e-4 (unfavourable)	Expressed in all	Expressed in all			placenta: 147.5	Expressed in all		
BNIPL	BNIP-S, BNIP-Salpha, BNIP-Sbeta, BNIPl-1, BNIPL-2, PP753	ENSG00000163141	BCL2 interacting protein like	1	151036570-151047600	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA019946			Approved	Cytosol	Thyroid cancer:4.32e-4 (favourable), Endometrial cancer:6.50e-4 (unfavourable)	Mixed	Group enriched	7	esophagus: 88.9;skin: 227.0	breast: 21.6	Cell line enriched	14	T-47d: 44.3
BOC	CDON2	ENSG00000144857	BOC cell adhesion associated, oncogene regulated	3	113211003-113287459	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB025806, HPA060778, HPA061787	Uncertain		Supported	Nucleoplasm<br>Plasma membrane	Urothelial cancer:1.18e-5 (unfavourable), Head and neck cancer:4.89e-4 (favourable)	Mixed	Mixed			fallopian tube: 51.7	Cell line enhanced		AN3-CA: 73.4;ASC diff: 77.9;BJ hTERT+: 34.1
BOK	BCL2L9, BOKL, MGC4631	ENSG00000176720	BOK, BCL2 family apoptosis regulator	2	241558721-241574138	Plasma proteins, Predicted membrane proteins	Evidence at protein level						Renal cancer:1.09e-9 (favourable)	Expressed in all	Tissue enhanced		adipose tissue: 97.4	endometrium,seminal vesicle: 35.9	Mixed		
BPI	BPIFD1	ENSG00000101425	Bactericidal/permeability-increasing protein	20	38260149-38337505	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA061284	Enhanced					Not detected	Tissue enriched	37	bone marrow: 961.6	testis: 25.9	Group enriched	5	AF22: 2.3;ASC diff: 1.1;ASC TERT1: 3.1;BJ: 2.1;BJ hTERT+: 2.1;HL-60: 1.1
BRI3		ENSG00000164713	Brain protein I3	7	98252379-98310441	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA042215	Uncertain				Head and neck cancer:3.35e-4 (unfavourable)	Expressed in all	Expressed in all			lung: 119.1	Expressed in all		
BRI3BP	BNAS1, HCCR-2, HCCRBP-3, KG19	ENSG00000184992	BRI3 binding protein	12	124993700-125031231	Predicted membrane proteins, Transporters	Evidence at protein level	HPA014957	Approved		Approved	Nucleoplasm<br>Mitochondria	Liver cancer:6.87e-4 (unfavourable)	Expressed in all	Mixed			duodenum: 20.5	Expressed in all		
BRICD5	C16orf79, MGC21830	ENSG00000182685	BRICHOS domain containing 5	16	2209253-2211950	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA019197, HPA063522	Uncertain		Approved	Nucleoplasm<br>Actin filaments	Urothelial cancer:8.06e-5 (favourable), Pancreatic cancer:7.01e-4 (favourable), Breast cancer:9.74e-4 (favourable)	Expressed in all	Mixed			testis: 10.6	Mixed		
BRS3	BB3, BB3R	ENSG00000102239	Bombesin receptor subtype 3	X	136487887-136493780	G-protein coupled receptors, Plasma proteins, Predicted membrane proteins	Evidence at protein level							Not detected	Tissue enriched	33	epididymis: 30.5	ovary: 0.9	Not detected		
BRSK1	KIAA1811	ENSG00000160469	BR serine/threonine kinase 1	19	55282072-55312533	Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA021212, HPA061719	Supported		Supported	Nucleoplasm	Renal cancer:7.98e-6 (unfavourable), Pancreatic cancer:1.02e-4 (favourable)	Expressed in all	Tissue enriched	6	cerebral cortex: 137.8	parathyroid gland: 24.6	Cell line enhanced		SCLC-21H: 65.8;SH-SY5Y: 53.1
BRSK2	C11orf7, PEN11B, STK29	ENSG00000174672	BR serine/threonine kinase 2	11	1389899-1462689	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA073690			Approved	Golgi apparatus		Tissue enhanced	Tissue enhanced		cerebral cortex: 61.7;pancreas: 19.2	testis: 9.5	Cell line enhanced		NTERA-2: 27.4;SCLC-21H: 74.9
BSCL2	GNG3LG, SPG17	ENSG00000168000	BSCL2, seipin lipid droplet biogenesis associated	11	62690275-62709845	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA042394	Approved				Renal cancer:7.55e-5 (favourable)	Expressed in all	Expressed in all			testis: 250.5	Expressed in all		
BSG	CD147, EMMPRIN, OK	ENSG00000172270	Basigin (Ok blood group)	19	571277-583493	Blood group antigen proteins, CD markers, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	CAB002427, HPA036048, HPA074870	Enhanced		Approved	Vesicles	Renal cancer:1.95e-6 (favourable), Liver cancer:5.48e-6 (unfavourable), Endometrial cancer:2.59e-4 (favourable)	Expressed in all	Expressed in all			heart muscle: 593.5	Expressed in all		
BSND	BART, DFNB73	ENSG00000162399	Barttin CLCNK type accessory beta subunit	1	54998933-55010883	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA053836, HPA060617	Enhanced					Tissue enriched	Tissue enriched	7	kidney: 10.2	salivary gland: 1.5	Cell line enriched	15	RPMI-8226: 8.0
BST2	CD317, tetherin	ENSG00000130303	Bone marrow stromal cell antigen 2	19	17402939-17405648	CD markers, Plasma proteins, Predicted membrane proteins	Evidence at protein level	HPA017060	Approved		Supported	Golgi apparatus<br>Plasma membrane<br>Cytosol	Renal cancer:3.56e-9 (unfavourable), Testis cancer:4.22e-4 (unfavourable), Breast cancer:6.69e-4 (favourable)	Expressed in all	Expressed in all			ovary: 586.7	Mixed		
BTC		ENSG00000174808	Betacellulin	4	74744759-74794686	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level						Renal cancer:6.10e-5 (favourable)	Mixed	Mixed			skin: 15.4	Cell line enhanced		CAPAN-2: 13.5;RPTEC TERT1: 6.9
BTLA	BTLA1, CD272	ENSG00000186265	B and T lymphocyte associated	3	112463968-112499561	CD markers, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA047211, HPA062029	Enhanced					Mixed	Group enriched	7	appendix: 14.1;lymph node: 29.3;spleen: 14.6;tonsil: 24.7	urinary bladder: 3.0	Cell line enhanced		U-698: 1.3
