Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Prognostic p-value	RNA cancer category	RNA tissue category	RNA TS	RNA TS TPM	TPM max in non-specific	RNA cell line category	RNA CS	RNA CS TPM
F2R	CF2R, PAR-1, PAR1, TR	ENSG00000181104	Coagulation factor II thrombin receptor	5	76716043-76735781	FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB008973, CAB012962	Approved				Renal cancer:2.21e-7 (unfavourable)	Expressed in all	Expressed in all			spleen: 94.1	Cell line enhanced		HUVEC TERT2: 297.4;WM-115: 331.7
F2RL3	PAR4	ENSG00000127533	F2R like thrombin/trypsin receptor 3	19	16888860-16892606	G-protein coupled receptors, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level						Renal cancer:6.25e-4 (favourable)	Mixed	Mixed			thyroid gland: 7.7	Group enriched	8	HEL: 26.3;HMC-1: 10.0
FAM171A1	C10orf38, FLJ12884	ENSG00000148468	Family with sequence similarity 171 member A1	10	15211643-15371062	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA051345	Approved		Approved	Nucleoplasm<br>Plasma membrane	Thyroid cancer:4.90e-6 (unfavourable), Renal cancer:2.71e-5 (favourable)	Expressed in all	Mixed			cerebral cortex: 73.2	Cell line enhanced		TIME: 95.9
FAM171B	FLJ34104, KIAA1946	ENSG00000144369	Family with sequence similarity 171 member B	2	186693971-186765965	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA010639, HPA013434	Approved		Approved	Nucleus<br>Mitochondria	Renal cancer:9.51e-7 (unfavourable), Urothelial cancer:5.03e-4 (unfavourable)	Tissue enriched	Tissue enriched	6	cerebral cortex: 114.5	parathyroid gland: 19.3	Mixed		
FAM189A1	KIAA0574, TMEM228	ENSG00000104059	Family with sequence similarity 189 member A1	15	29120254-29570723	Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA009410, HPA010637	Uncertain		Supported	Nucleus		Mixed	Tissue enhanced		cerebral cortex: 2.2;parathyroid gland: 2.0	colon,testis: 0.8	Cell line enhanced		EFO-21: 4.4;HDLM-2: 11.1;REH: 2.6
FAM26D	C6orf78, FLJ32239	ENSG00000164451	Family with sequence similarity 26 member D	6	116529013-116558868	Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level							Not detected	Tissue enriched	46	placenta: 33.8	testis: 0.7	Not detected		
FAM57A	CT120, FLJ22282	ENSG00000167695	Family with sequence similarity 57 member A	17	732412-742972	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level						Endometrial cancer:3.53e-6 (favourable), Renal cancer:1.44e-4 (unfavourable)	Expressed in all	Tissue enhanced		skin: 82.7	esophagus: 25.9	Expressed in all		
FAS	APO-1, APT1, CD95, FAS1, TNFRSF6	ENSG00000026103	Fas cell surface death receptor	10	88990582-89015785	Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Disease related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA027444	Enhanced		Approved	Plasma membrane<br>Cytosol		Expressed in all	Mixed			rectum: 32.9	Cell line enhanced		Karpas-707: 104.1
FAT1	CDHF7, CDHR8, FAT	ENSG00000083857	FAT atypical cadherin 1	4	186587783-186726722	Cancer-related genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA001869, HPA023882	Approved				Lung cancer:4.22e-4 (unfavourable)	Expressed in all	Mixed			smooth muscle: 37.6	Cell line enhanced		fHDF/TERT166: 221.3
FCAR	CD89	ENSG00000186431	Fc fragment of IgA receptor	19	54874248-54890472	CD markers, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA014050	Approved		Supported	Plasma membrane		Not detected	Tissue enriched	15	bone marrow: 12.3	appendix: 0.8	Not detected		
FCGR1B	CD64b	ENSG00000198019	Fc fragment of IgG receptor Ib	1	121087345-121096310	FDA approved drug targets, Predicted membrane proteins, Predicted secreted proteins	Evidence at transcript level							Tissue enhanced	Tissue enhanced		appendix: 27.5;epididymis: 61.7	placenta: 17.0	Cell line enhanced		HMC-1: 6.6;NB-4: 12.8;THP-1: 51.9
FCGR3A	CD16, CD16a, FCG3, FCGR3	ENSG00000203747	Fc fragment of IgG receptor IIIa	1	161541759-161550737	CD markers, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB032435, HPA055431	Supported				Renal cancer:3.22e-6 (unfavourable)	Expressed in all	Expressed in all			spleen: 419.4	Not detected		
FCGRT	alpha-chain, FCRN	ENSG00000104870	Fc fragment of IgG receptor and transporter	19	49506816-49526333	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA012122, HPA015130	Approved					Expressed in all	Expressed in all			small intestine: 312.0	Mixed		
FCMR	FAIM3, TOSO	ENSG00000162894	Fc fragment of IgM receptor	1	206904386-206923247	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA003910	Approved		Approved	Nucleus<br>Focal adhesion sites<br>Cytosol	Breast cancer:4.23e-4 (favourable)	Expressed in all	Tissue enhanced		lymph node: 175.8;spleen: 148.0;tonsil: 146.7	appendix: 88.1	Group enriched	5	RPMI-8226: 97.7;U-266/70: 51.8
FCN1	FCNM	ENSG00000085265	Ficolin 1	9	134905890-134917963	Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA000685, HPA001295, CAB016760	Enhanced				Renal cancer:3.98e-4 (unfavourable)	Mixed	Group enriched	5	appendix: 323.4;bone marrow: 634.5	spleen: 94.6	Group enriched	7	NB-4: 12.4;U-937: 22.6
FCRL1	CD307a, FCRH1, IFGP1, IRTA5	ENSG00000163534	Fc receptor like 1	1	157794403-157820105	CD markers, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA013323	Enhanced					Mixed	Tissue enhanced		lymph node: 30.3;spleen: 23.5;tonsil: 20.0	appendix: 12.5	Group enriched	31	Daudi: 3.7;U-698: 11.9
FCRL3	CD307c, FCRH3, IFGP3, IRTA3, SPAP2, SPAP2a, SPAP2b, SPAP2c, SPAP2d, SPAP2e	ENSG00000160856	Fc receptor like 3	1	157674321-157700857	CD markers, Disease related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA048022	Enhanced					Mixed	Group enriched	13	appendix: 18.1;lymph node: 55.9;spleen: 36.7;tonsil: 32.3	urinary bladder: 2.8	Cell line enriched	7	Daudi: 6.9
FCRL5	BXMAS1, CD307e, FCRH5, IRTA2	ENSG00000143297	Fc receptor like 5	1	157513377-157552520	CD markers, Disease related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level							Mixed	Tissue enhanced		lymph node: 28.7;spleen: 20.5;tonsil: 32.8	appendix: 17.9	Cell line enhanced		U-266/70: 2.5;U-698: 5.1
FCRLA	FCRL, FCRLa, FCRLb, FCRLc1, FCRLc2, FCRLd, FCRLe, FCRLM1, FCRLX, FREB, MGC4595	ENSG00000132185	Fc receptor like A	1	161706972-161714352	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB016545	Enhanced					Tissue enriched	Group enriched	10	appendix: 31.2;lymph node: 80.5;spleen: 56.4;tonsil: 86.7	urinary bladder: 6.2	Cell line enhanced		Daudi: 338.0;SK-MEL-30: 150.5;U-698: 179.6
FGFR1	BFGFR, CD331, CEK, FLG, FLT2, H2, H3, H4, H5, KAL2, N-SAM	ENSG00000077782	Fibroblast growth factor receptor 1	8	38411138-38468834	Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins	Evidence at protein level	CAB033614, HPA056402, HPA076274	Approved		Supported	Nucleoli		Expressed in all	Expressed in all			cervix, uterine: 109.5	Cell line enhanced		AN3-CA: 602.2
FGFR2	BEK, CD332, CEK3, CFD1, ECT1, JWS, K-SAM, KGFR, TK14, TK25	ENSG00000066468	Fibroblast growth factor receptor 2	10	121478334-121598458	Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins	Evidence at protein level	CAB010886, HPA035305, HPA056562	Uncertain		Approved	Vesicles	Cervical cancer:8.79e-4 (favourable), Head and neck cancer:9.32e-4 (favourable)	Expressed in all	Mixed			skin: 129.4	Cell line enhanced		AN3-CA: 169.6;BEWO: 58.8;HAP1: 61.4;NTERA-2: 58.4
FGFR3	ACH, CD333, CEK2, JTK4	ENSG00000068078	Fibroblast growth factor receptor 3	4	1793307-1808872	Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins	Evidence at protein level	CAB004231, HPA067204	Enhanced		Supported	Endoplasmic reticulum	Endometrial cancer:3.77e-4 (unfavourable)	Expressed in all	Tissue enriched	7	skin: 333.1	cerebral cortex: 49.4	Cell line enhanced		CACO-2: 41.4;Hep G2: 56.1;NTERA-2: 37.4;RT4: 81.0
FGFR4	CD334, JTK2	ENSG00000160867	Fibroblast growth factor receptor 4	5	177086886-177098144	Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins	Evidence at protein level	CAB005196, HPA027273, HPA027369, HPA028251	Approved					Mixed	Tissue enhanced		lung: 38.9	duodenum: 21.4	Cell line enhanced		CACO-2: 142.3;Hep G2: 118.3;RH-30: 260.0
FGFRL1		ENSG00000127418	Fibroblast growth factor receptor-like 1	4	1009936-1026897	Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	CAB026019, HPA068828	Approved		Supported	Vesicles		Expressed in all	Expressed in all			thyroid gland: 67.6	Mixed		
FKBP11	FKBP19	ENSG00000134285	FK506 binding protein 11	12	48921518-48926474	Enzymes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA041709	Enhanced		Approved	Centrosome	Renal cancer:0.00e+0 (unfavourable), Endometrial cancer:7.09e-4 (favourable)	Expressed in all	Mixed			pancreas: 60.7	Mixed		
FLT1	FLT, VEGFR1	ENSG00000102755	Fms related tyrosine kinase 1	13	28300344-28495145	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins	Evidence at protein level	HPA011740, HPA014290, CAB068189, CAB068190	Enhanced		Supported	Plasma membrane<br>Actin filaments	Renal cancer:2.19e-4 (unfavourable)	Expressed in all	Tissue enriched	8	placenta: 622.5	thyroid gland: 81.9	Cell line enhanced		BJ: 61.1;HMC-1: 308.1;WM-115: 126.2
FLT4	PCL, VEGFR3	ENSG00000037280	Fms related tyrosine kinase 4	5	180601506-180649624	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins	Evidence at protein level	CAB000099, HPA046519, HPA067906	Approved		Enhanced	Nuclear speckles<br>Plasma membrane<br>Cell Junctions		Expressed in all	Mixed			spleen: 18.3	Cell line enhanced		BEWO: 11.8;HEK93: 14.1;T-47d: 13.7;TIME: 12.7
FMO2		ENSG00000094963	Flavin containing monooxygenase 2	1	171185208-171211230	Enzymes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA028261	Approved					Mixed	Tissue enhanced		adipose tissue: 98.3;esophagus: 102.9;lung: 158.2	breast: 55.8	Group enriched	48	ASC diff: 27.9;ASC TERT1: 12.9;HSkMC: 35.2
FMO3		ENSG00000007933	Flavin containing monooxygenase 3	1	171090877-171117819	Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA013750	Enhanced				Lung cancer:5.60e-5 (favourable), Renal cancer:1.13e-4 (unfavourable), Liver cancer:3.46e-4 (favourable)	Tissue enriched	Tissue enriched	24	liver: 556.7	fallopian tube: 22.8	Group enriched	13	ASC diff: 23.4;ASC TERT1: 17.9;HSkMC: 5.1
FMO5		ENSG00000131781	Flavin containing monooxygenase 5	1	147175351-147243050	Cancer-related genes, Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA012373	Enhanced		Supported	Endoplasmic reticulum<br>Cytosol	Renal cancer:1.34e-6 (favourable)	Tissue enriched	Tissue enhanced		liver: 324.7	small intestine: 75.4	Cell line enhanced		Hep G2: 26.6;HMC-1: 7.7;THP-1: 6.7
FOCAD	FLJ20375, KIAA1797	ENSG00000188352	Focadhesin	9	20658309-20995955	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA055015	Uncertain		Uncertain	Mitochondria	Renal cancer:3.09e-8 (favourable), Liver cancer:4.41e-5 (unfavourable), Colorectal cancer:3.25e-4 (favourable)	Expressed in all	Expressed in all			thyroid gland: 34.2	Mixed		
FOLR2		ENSG00000165457	Folate receptor beta	11	72216601-72221950	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level						Thyroid cancer:8.41e-4 (favourable), Colorectal cancer:8.42e-4 (unfavourable)	Expressed in all	Expressed in all			placenta: 235.4	Group enriched	6	Daudi: 2.6;U-698: 12.5
FRAS1	FLJ14927, FLJ22031, KIAA1500	ENSG00000138759	Fraser extracellular matrix complex subunit 1	4	78057570-78544269	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA011281, HPA051601	Approved		Approved	Nucleoli fibrillar center	Renal cancer:4.69e-4 (favourable)	Mixed	Tissue enhanced		thyroid gland: 20.2	kidney,placenta: 8.2	Cell line enhanced		fHDF/TERT166: 28.1;RH-30: 19.7;SiHa: 23.0
FSHR	FSHRO, LGR1, ODG1	ENSG00000170820	Follicle stimulating hormone receptor	2	48962157-49154537	Disease related genes, FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level							Not detected	Group enriched	9	ovary: 2.5;testis: 4.3	gallbladder: 0.3	Not detected		
FURIN	FUR, PACE, PCSK3, SPC1	ENSG00000140564	Furin, paired basic amino acid cleaving enzyme	15	90868592-90883458	Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB009499	Approved		Supported	Nucleoplasm<br>Golgi apparatus	Lung cancer:1.58e-4 (unfavourable)	Expressed in all	Expressed in all			salivary gland: 92.8	Expressed in all		
FXYD1	PLM	ENSG00000266964	FXYD domain containing ion transport regulator 1	19	35138808-35143109	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA026873			Approved	Nucleus<br>Nucleoli<br>Cytosol	Renal cancer:7.59e-8 (unfavourable), Glioma:9.67e-4 (unfavourable)	Tissue enhanced	Expressed in all			skeletal muscle: 469.1	Cell line enhanced		ASC diff: 30.9;ASC TERT1: 9.1;HSkMC: 13.6
FXYD3	MAT-8, PLML	ENSG00000089356	FXYD domain containing ion transport regulator 3	19	35115879-35124324	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA010856	Enhanced				Renal cancer:1.15e-6 (unfavourable)	Expressed in all	Tissue enhanced		colon: 1455.6;rectum: 1952.1	stomach: 557.3	Cell line enhanced		HaCaT: 792.6;hTCEpi: 1156.1;RT4: 686.4;SK-BR-3: 621.3;WM-115: 590.3
GABBR1	GPRC3A, hGB1a	ENSG00000204681	Gamma-aminobutyric acid type B receptor subunit 1	6	29555629-29633976	FDA approved drug targets, G-protein coupled receptors, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA050483, HPA058459	Uncertain		Approved	Centrosome	Renal cancer:3.77e-10 (unfavourable), Pancreatic cancer:2.54e-5 (favourable)	Expressed in all	Tissue enhanced		cerebral cortex: 20.8	spleen: 13.1	Cell line enhanced		U-2 OS: 6.7
GABRA1	EJM5	ENSG00000022355	Gamma-aminobutyric acid type A receptor alpha1 subunit	5	161847063-161899981	Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	CAB022502, HPA055746	Enhanced					Tissue enriched	Tissue enriched	46	cerebral cortex: 85.0	adrenal gland: 1.8	Not detected		
GABRA2		ENSG00000151834	Gamma-aminobutyric acid type A receptor alpha2 subunit	4	46248427-46475230	FDA approved drug targets, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	CAB079061		Supported				Tissue enhanced	Tissue enriched	7	cerebral cortex: 74.3	epididymis: 11.3	Cell line enhanced		U-2 OS: 4.9;U-87 MG: 2.2;WM-115: 2.5
GABRA5		ENSG00000186297	Gamma-aminobutyric acid type A receptor alpha5 subunit	15	26866363-26949207	FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA077031, CAB079022		Supported	Supported	Plasma membrane		Mixed	Tissue enriched	43	cerebral cortex: 81.6	esophagus: 1.8	Group enriched	10	A549: 32.7;HAP1: 12.7;NTERA-2: 14.6;U-2 OS: 13.1
GABRD		ENSG00000187730	Gamma-aminobutyric acid type A receptor delta subunit	1	2019298-2030758	Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA044371	Enhanced		Uncertain	Golgi apparatus<br>Vesicles	Renal cancer:4.12e-8 (unfavourable)	Expressed in all	Tissue enriched	12	cerebral cortex: 34.0	testis: 2.7	Cell line enhanced		EFO-21: 1.3;MCF7: 3.1;NB-4: 1.6;SH-SY5Y: 1.6
GABRG3		ENSG00000182256	Gamma-aminobutyric acid type A receptor gamma3 subunit	15	26971282-27541991	FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA054010	Supported					Tissue enhanced	Tissue enhanced		prostate: 10.6;testis: 16.5	cerebral cortex: 4.2	Cell line enhanced		K-562: 4.0;PC-3: 5.1;U-87 MG: 14.0
GABRP		ENSG00000094755	Gamma-aminobutyric acid type A receptor pi subunit	5	170763350-170814047	FDA approved drug targets, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB014883	Uncertain				Cervical cancer:3.37e-4 (favourable)	Mixed	Expressed in all			breast: 177.0	Cell line enhanced		A-431: 184.7;EFO-21: 182.4;PC-3: 293.8
GALC		ENSG00000054983	Galactosylceramidase	14	87837820-87993665	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB022196	Approved					Expressed in all	Expressed in all			testis: 44.0	Cell line enhanced		CAPAN-2: 72.3;HMC-1: 67.2
