Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Prognostic p-value	RNA cancer category	RNA tissue category	RNA TS	RNA TS TPM	TPM max in non-specific	RNA cell line category	RNA CS	RNA CS TPM
EIF3M	eIF3m, FLJ29030, GA17, hfl-B5, PCID1, TANGO7	ENSG00000149100	Eukaryotic translation initiation factor 3 subunit M	11	32583798-32606262	Predicted intracellular proteins	Evidence at protein level	HPA031063	Approved		Supported	Cytosol	Liver cancer:1.28e-9 (unfavourable)	Expressed in all	Expressed in all			fallopian tube: 235.1	Expressed in all		
EIF4A1	DDX2A, EIF-4A, EIF4A	ENSG00000161960	Eukaryotic translation initiation factor 4A1	17	7572706-7579005	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB011689, HPA068286	Uncertain		Approved	Cytosol	Renal cancer:1.76e-8 (unfavourable)	Expressed in all	Expressed in all			smooth muscle: 458.2	Expressed in all		
EIF4A2	BM-010, DDX2B, EIF4A, EIF4F	ENSG00000156976	Eukaryotic translation initiation factor 4A2	3	186783205-186789900	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB011690, HPA068286	Uncertain		Approved	Cytosol		Expressed in all	Expressed in all			ovary: 726.0	Expressed in all		
EIF4A3	DDX48, EIF4AIII, KIAA0111	ENSG00000141543	Eukaryotic translation initiation factor 4A3	17	80135214-80147183	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	Evidence at protein level	HPA021878	Enhanced		Supported	Nucleoplasm	Liver cancer:1.68e-5 (unfavourable), Colorectal cancer:3.57e-5 (favourable), Lung cancer:1.87e-4 (unfavourable)	Expressed in all	Expressed in all			bone marrow: 112.1	Expressed in all		
EIF4B		ENSG00000063046	Eukaryotic translation initiation factor 4B	12	53006158-53042209	Predicted intracellular proteins	Evidence at protein level	HPA039072, HPA046164	Approved		Enhanced	Cytosol		Expressed in all	Expressed in all			ovary: 757.9	Expressed in all		
EIF4E	EIF4E1, EIF4EL1, EIF4F	ENSG00000151247	Eukaryotic translation initiation factor 4E	4	98871684-98930637	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB004077, CAB016316, HPA051311	Supported		Enhanced	Cytosol<br>Cytoplasmic bodies		Expressed in all	Expressed in all			testis: 103.5	Expressed in all		
EIF4E1B	FLJ36951	ENSG00000175766	Eukaryotic translation initiation factor 4E family member 1B	5	176630682-176646641	Predicted intracellular proteins	Evidence at transcript level	HPA045045	Approved					Not detected	Tissue enhanced		cerebral cortex: 1.6;epididymis: 1.2	testis: 0.3	Cell line enriched	6	T-47d: 3.0
EIF4E2	4EHP, EIF4EL3, IF4e	ENSG00000135930	Eukaryotic translation initiation factor 4E family member 2	2	232550052-232583644	Predicted intracellular proteins	Evidence at protein level	HPA019253			Approved	Mitochondria<br>Cytosol	Liver cancer:2.38e-4 (unfavourable)	Expressed in all	Expressed in all			rectum: 75.2	Expressed in all		
EIF4E3	MGC39820	ENSG00000163412	Eukaryotic translation initiation factor 4E family member 3	3	71675416-71754773	Predicted intracellular proteins	Evidence at protein level	HPA058649			Approved	Nucleoli fibrillar center	Ovarian cancer:4.64e-5 (favourable), Renal cancer:6.99e-5 (favourable), Lung cancer:6.63e-4 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 54.7	Cell line enhanced		U-937: 39.6
EIF4EBP1	4E-BP1, PHAS-I	ENSG00000187840	Eukaryotic translation initiation factor 4E binding protein 1	8	38030341-38060365	Cancer-related genes, Predicted intracellular proteins	Evidence at protein level	CAB005032, CAB005039, HPA023501	Supported		Supported	Nucleoplasm<br>Cytosol	Renal cancer:0.00e+0 (unfavourable), Endometrial cancer:8.86e-4 (unfavourable)	Expressed in all	Expressed in all			adipose tissue: 30.5	Expressed in all		
EIF4EBP2		ENSG00000148730	Eukaryotic translation initiation factor 4E binding protein 2	10	70404379-70428618	Predicted intracellular proteins	Evidence at protein level	CAB019415, HPA037410, HPA061665	Approved		Approved	Nucleoplasm<br>Mitochondria	Renal cancer:6.69e-6 (favourable)	Expressed in all	Expressed in all			adipose tissue: 74.3	Expressed in all		
EIF4EBP3	4E-BP3	ENSG00000243056	Eukaryotic translation initiation factor 4E binding protein 3	5	140547666-140549578	Predicted intracellular proteins	Evidence at protein level	HPA045537	Uncertain				Renal cancer:3.10e-4 (favourable)	Expressed in all	Expressed in all			fallopian tube: 59.8	Mixed		
EIF4ENIF1	2610509L04Rik, 4E-T, Clast4, FLJ21601	ENSG00000184708	Eukaryotic translation initiation factor 4E nuclear import factor 1	22	31436977-31496108	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA001619, HPA002078	Enhanced		Enhanced	Vesicles	Renal cancer:1.57e-4 (favourable)	Expressed in all	Expressed in all			testis: 65.0	Expressed in all		
EIF4G1	EIF4F, EIF4G, p220, PARK18	ENSG00000114867	Eukaryotic translation initiation factor 4 gamma 1	3	184314495-184335358	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB014774, HPA028487, HPA043866	Approved		Enhanced	Cytosol	Liver cancer:7.99e-4 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 210.0	Expressed in all		
EIF4G2	DAP5, NAT1, p97	ENSG00000110321	Eukaryotic translation initiation factor 4 gamma 2	11	10797050-10809110	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB005163, HPA006773, HPA016965	Approved		Enhanced	Cytosol	Liver cancer:6.18e-5 (unfavourable), Renal cancer:1.67e-4 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 686.8	Expressed in all		
EIF4G3	eIF4GII	ENSG00000075151	Eukaryotic translation initiation factor 4 gamma 3	1	20806292-21176888	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA025031, HPA025039, HPA025041	Enhanced		Approved	Cytosol	Liver cancer:9.60e-7 (unfavourable)	Expressed in all	Expressed in all			testis: 170.1	Mixed		
EIF4H	KIAA0038, WBSCR1, WSCR1	ENSG00000106682	Eukaryotic translation initiation factor 4H	7	74174245-74197101	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA030542	Approved		Approved	Nucleoplasm<br>Nuclear bodies<br>Cytosol	Head and neck cancer:2.15e-4 (unfavourable), Glioma:5.65e-4 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 254.3	Expressed in all		
EIF5		ENSG00000100664	Eukaryotic translation initiation factor 5	14	103333544-103345025	Predicted intracellular proteins	Evidence at protein level	HPA000867, CAB004226	Supported		Supported	Plasma membrane<br>Cytosol	Renal cancer:5.67e-7 (favourable)	Expressed in all	Expressed in all			testis: 174.0	Expressed in all		
EIF5A	EIF-5A, EIF5A1, MGC104255, MGC99547	ENSG00000132507	Eukaryotic translation initiation factor 5A	17	7306999-7312463	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transporters	Evidence at protein level	CAB005042, HPA061298	Approved		Enhanced	Nucleoplasm<br>Cytosol	Renal cancer:1.63e-5 (unfavourable), Lung cancer:9.04e-4 (unfavourable)	Expressed in all	Expressed in all			esophagus: 435.8	Expressed in all		
EIF5A2		ENSG00000163577	Eukaryotic translation initiation factor 5A2	3	170888415-170908693	Predicted intracellular proteins, Transporters	Evidence at protein level	HPA029090	Approved		Supported	Vesicles	Head and neck cancer:7.42e-4 (unfavourable)	Expressed in all	Tissue enhanced		testis: 36.7	smooth muscle: 10.4	Mixed		
EIF5AL1	bA342M3.3, EIF5AP1	ENSG00000253626	Eukaryotic translation initiation factor 5A-like 1	10	79512601-79516440	Predicted intracellular proteins, Transporters	Evidence at transcript level						Cervical cancer:4.23e-4 (favourable)	Expressed in all	Tissue enriched	13	testis: 19.8	parathyroid gland: 1.5	Mixed		
EIF5B	DKFZp434I036, FLJ10524, IF2, KIAA0741	ENSG00000158417	Eukaryotic translation initiation factor 5B	2	99337353-99401326	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA034648, HPA040095	Approved		Approved	Plasma membrane<br>Cytosol	Liver cancer:7.15e-10 (unfavourable), Renal cancer:1.42e-6 (unfavourable), Ovarian cancer:8.99e-4 (favourable)	Expressed in all	Expressed in all			testis: 67.5	Expressed in all		
EIF6	b(2)gcn, EIF3A, ITGB4BP, p27BBP	ENSG00000242372	Eukaryotic translation initiation factor 6	20	35278907-35284985	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA040873	Enhanced		Supported	Nucleoplasm	Liver cancer:7.25e-5 (unfavourable)	Expressed in all	Expressed in all			esophagus: 173.2	Expressed in all		
ELAC1	D29	ENSG00000141642	ElaC ribonuclease Z 1	18	50967991-50988121	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA040867, HPA066483	Approved		Supported	Nucleus<br>Cytosol	Renal cancer:8.43e-8 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 17.8	Expressed in all		
ELAC2	FLJ10530, HPC2	ENSG00000006744	ElaC ribonuclease Z 2	17	12992391-13018187	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	HPA019535	Approved		Enhanced	Nucleoplasm	Endometrial cancer:3.24e-6 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 55.1	Expressed in all		
ELAVL1	Hua, HUR, MelG	ENSG00000066044	ELAV like RNA binding protein 1	19	7958579-8005659	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB005256, HPA046298	Approved		Supported	Nucleus<br>Nucleoli<br>Cytosol	Ovarian cancer:4.93e-4 (favourable)	Expressed in all	Expressed in all			testis: 81.9	Expressed in all		
ELAVL2	HEL-N1, HuB	ENSG00000107105	ELAV like RNA binding protein 2	9	23690104-23826337	Predicted intracellular proteins	Evidence at protein level	CAB022222, HPA063001	Enhanced		Approved	Nucleoplasm<br>Cytosol		Tissue enhanced	Group enriched	32	cerebral cortex: 37.9;testis: 80.3	adrenal gland: 1.8	Cell line enhanced		AF22: 36.8;SCLC-21H: 145.6
ELAVL3	DKFZp547J036, HUC, HUCL, MGC20653, PLE21	ENSG00000196361	ELAV like RNA binding protein 3	19	11451326-11481046	Predicted intracellular proteins	Evidence at protein level	CAB013066	Enhanced					Tissue enriched	Tissue enriched	45	cerebral cortex: 72.8	adrenal gland: 1.6	Group enriched	10	SCLC-21H: 95.2;SH-SY5Y: 49.4
ELAVL4	HUD, PNEM	ENSG00000162374	ELAV like RNA binding protein 4	1	50048014-50203786	Predicted intracellular proteins	Evidence at protein level	CAB004442, HPA043047	Enhanced		Approved	Nucleoplasm<br>Vesicles		Group enriched	Group enriched	9	adrenal gland: 10.7;cerebral cortex: 53.3;testis: 10.9	appendix: 2.9	Cell line enriched	21	SH-SY5Y: 131.1
ELF1		ENSG00000120690	E74 like ETS transcription factor 1	13	40932028-41061440	Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA001755, CAB005172	Approved		Supported	Nucleoplasm		Expressed in all	Expressed in all			bone marrow: 129.2	Expressed in all		
ELF2	EU32, NERF, NERF-1A, NERF-1B, NERF-2	ENSG00000109381	E74 like ETS transcription factor 2	4	139028112-139177218	Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA006057, HPA071166	Enhanced		Supported	Nucleoplasm<br>Nuclear bodies		Expressed in all	Expressed in all			testis: 69.4	Expressed in all		
ELF3	EPR-1, ERT, ESE-1, ESX	ENSG00000163435	E74 like ETS transcription factor 3	1	202007945-202017188	Cancer-related genes, Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA003316, HPA003479	Enhanced		Enhanced	Nucleoplasm		Mixed	Mixed			small intestine: 161.7	Cell line enhanced		A549: 188.9;CAPAN-2: 259.7;RT4: 171.2;SK-BR-3: 304.2
ELF4	ELFR, MEF	ENSG00000102034	E74 like ETS transcription factor 4	X	130064874-130110716	Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA058595, HPA060277	Enhanced		Supported	Nucleoplasm<br>Nuclear bodies	Renal cancer:6.49e-6 (unfavourable), Urothelial cancer:1.42e-4 (favourable)	Expressed in all	Mixed			placenta: 34.9	Mixed		
ELF5		ENSG00000135374	E74 like ETS transcription factor 5	11	34478793-34513805	Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA062706			Supported	Nucleoplasm	Lung cancer:3.64e-4 (favourable)	Tissue enhanced	Tissue enhanced		breast: 172.6;salivary gland: 64.2	seminal vesicle: 42.2	Group enriched	10	RT4: 24.0;T-47d: 53.3
ELK1		ENSG00000126767	ELK1, ETS transcription factor	X	47635521-47650604	Predicted intracellular proteins, RAS pathway related proteins, Transcription factors	Evidence at protein level	CAB003808, HPA036084, HPA064381	Enhanced		Enhanced	Nucleoplasm	Renal cancer:3.25e-5 (unfavourable)	Expressed in all	Expressed in all			ovary: 50.9	Expressed in all		
ELK3	ERP, NET, SAP2	ENSG00000111145	ELK3, ETS transcription factor	12	96194382-96269835	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA001600	Approved		Supported	Nucleoplasm<br>Mitochondria	Ovarian cancer:4.93e-4 (unfavourable)	Expressed in all	Expressed in all			endometrium: 58.4	Expressed in all		
ELK4	SAP1	ENSG00000158711	ELK4, ETS transcription factor	1	205597556-205631962	Cancer-related genes, Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA028863	Uncertain		Supported	Nucleoplasm	Renal cancer:2.94e-6 (unfavourable), Head and neck cancer:4.65e-4 (favourable)	Expressed in all	Expressed in all			prostate: 42.8	Expressed in all		
ELL	C19orf17, ELL1, Men, PPP1R68	ENSG00000105656	Elongation factor for RNA polymerase II	19	18442663-18522127	Cancer-related genes, Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA046076	Uncertain					Expressed in all	Expressed in all			testis: 25.2	Expressed in all		
ELL2		ENSG00000118985	Elongation factor for RNA polymerase II 2	5	95885098-95962071	Predicted intracellular proteins	Evidence at protein level	HPA013569			Supported	Nucleoplasm	Renal cancer:1.31e-4 (unfavourable), Stomach cancer:1.61e-4 (unfavourable)	Expressed in all	Expressed in all			skin: 69.0	Cell line enhanced		BJ: 267.9;HDLM-2: 265.3
ELL3	FLJ22637	ENSG00000128886	Elongation factor for RNA polymerase II 3	15	43772600-43777543	Predicted intracellular proteins	Evidence at protein level	HPA028938	Approved		Supported	Nucleoplasm<br>Nucleoli		Mixed	Tissue enhanced		testis: 9.9	lymph node: 4.3	Cell line enhanced		Daudi: 5.3;SCLC-21H: 3.8;U-698: 12.4
ELMO1	CED-12, CED12, ELMO-1, KIAA0281	ENSG00000155849	Engulfment and cell motility 1	7	36854361-37449249	Predicted intracellular proteins	Evidence at protein level						Renal cancer:3.27e-5 (unfavourable), Pancreatic cancer:4.62e-4 (favourable)	Expressed in all	Expressed in all			cerebral cortex: 136.9	Cell line enhanced		U-698: 82.2
ELMO2	CED-12, CED12, ELMO-2, FLJ11656, KIAA1834	ENSG00000062598	Engulfment and cell motility 2	20	46366049-46432985	Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA018811	Approved		Supported	Cytosol	Liver cancer:4.08e-5 (unfavourable), Pancreatic cancer:6.10e-4 (favourable), Endometrial cancer:6.54e-4 (unfavourable)	Expressed in all	Expressed in all			cerebral cortex: 58.2	Expressed in all		
ELMO3	CED-12, CED12, ELMO-3, FLJ13824	ENSG00000102890	Engulfment and cell motility 3	16	67199111-67204029	Predicted intracellular proteins	Evidence at protein level	HPA021484	Approved		Approved	Plasma membrane<br>Cell Junctions	Renal cancer:2.77e-5 (favourable)	Expressed in all	Mixed			skin: 39.3	Cell line enhanced		BEWO: 31.7;CAPAN-2: 43.1;HaCaT: 41.1;T-47d: 42.8
ELMOD2	MGC10084	ENSG00000179387	ELMO domain containing 2	4	140524158-140553770	Predicted intracellular proteins	Evidence at protein level	HPA047600	Approved		Approved	Nucleus<br>Nucleoli<br>Cytosol	Renal cancer:1.17e-8 (favourable), Thyroid cancer:6.35e-4 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 28.2	Expressed in all		
ELMOD3	DFNB88, FLJ21977, RBED1, RBM29	ENSG00000115459	ELMO domain containing 3	2	85354394-85391752	Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA012126	Approved		Approved	Nucleoplasm<br>Mitochondria	Renal cancer:1.09e-6 (unfavourable), Pancreatic cancer:6.16e-6 (favourable), Urothelial cancer:2.85e-5 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 11.4	Expressed in all		
ELMSAN1	C14orf117, C14orf43, LSR68	ENSG00000156030	ELM2 and Myb/SANT domain containing 1	14	73715122-73790285	Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA003111	Approved		Enhanced	Nucleoplasm	Ovarian cancer:3.86e-4 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 22.2	Expressed in all		
ELOA	SIII, TCEB3, TCEB3A	ENSG00000011007	Elongin A	1	23743155-23762059	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA005910	Approved		Approved	Nuclear speckles<br>Cytosol	Liver cancer:1.44e-5 (unfavourable)	Expressed in all	Expressed in all			lung: 38.5	Expressed in all		
ELOA2	HsT832, TCEB3B, TCEB3L	ENSG00000206181	Elongin A2	18	47032572-47035621	Predicted intracellular proteins	Evidence at protein level	HPA041009, HPA043501, HPA048971, HPA049178, HPA050086	Approved					Not detected	Tissue enriched	44	testis: 4.3	all non-specific tissues: 0.0	Not detected		
ELOA3	ELOA3A, HsT829, TCEB3C, TCEB3L2	ENSG00000183791	Elongin A3	18	47028202-47030078	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA048971, HPA049178, HPA050086	Uncertain					Not detected	Not detected			all non-specific tissues: 0.0	Not detected		
ELOA3B	HsT828, TCEB3CL	ENSG00000278674	Elongin A3 family member B	18	47022287-47023927	Predicted intracellular proteins	No evidence	HPA048971, HPA049178, HPA050086	Uncertain					Not detected	Not detected			all non-specific tissues: 0.0	Not detected		
ELOA3C		ENSG00000275553	Elongin A3 family member C	18	46968695-46969912	Predicted intracellular proteins	No evidence	HPA049178, HPA050086	Uncertain					Not detected	Not detected			epididymis: 0.1	Not detected		
ELOA3D	TCEB3CL2	ENSG00000274744	Elongin A3 family member D	18	46962768-46964408	Predicted intracellular proteins	No evidence	HPA048971, HPA049178, HPA050086	Uncertain					Not detected	Not detected			all non-specific tissues: 0.0	Not detected		
ELOB	SIII, TCEB2	ENSG00000103363	Elongin B	16	2771414-2777297	Predicted intracellular proteins	Evidence at protein level							Expressed in all	Expressed in all			fallopian tube: 355.1	Expressed in all		
